CD_CID;DS_CID;CD_SUBGRUPO;DS_SUBGRUPO;CD_GRUPO;DS_GRUPO;CD_CAPITULO;DS_CAPITULO
F323;EPISODIO DEPRESSIVO GRAVE C/SINT PSICOTICOS;F32;EPISODIOS DEPRESSIVOS;F30-F39;TRANSTORNOS DO HUMOR [AFETIVOS];5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
G467;OUTR SINDR LACUNARES;G46;SINDR VASC CEREBR Q OCORR DOENC CEREBROVASC;G40-G47;TRANSTORNOS EPISÓDICOS E PAROXÍSTICOS;6;DOENÇAS DO SISTEMA NERVOSO
P780;PERFURACAO INTESTINAL NO PERIODO PERINATAL;P78;OUTR TRANST AP DIGESTIVO PERIODO PERINATAL;P75-P78;TRANSTORNOS DO APARELHO DIGESTIVO DO FETO OU DO RECÉM-NASCIDO;16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
D177;NEOPLASIA LIPOMATOSA BENIGNA DE OUTR LOCALIZ;D17;NEOPL LIPOMATOSA BENIG;D10-D36;NEOPLASIAS [TUMORES] BENIGNAS(OS);2;NEOPLASIAS [TUMORES]
K920;HEMATEMESE;K92;OUTR DOENC DO APARELHO DIGESTIVO;K90-K93;OUTRAS DOENÇAS DO APARELHO DIGESTIVO;11;DOENÇAS DO APARELHO DIGESTIVO
W095;AREAS DE COMERCIO E DE SERVICOS;W09;QUEDA ENVOLV EQUIPAMENTO DE PLAYGROUND;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
G04;ENCEFALITE MIELITE E ENCEFALOMIELITE;G04;ENCEFALITE MIELITE E ENCEFALOMIELITE;G00-G09;DOENÇAS INFLAMATÓRIAS DO SISTEMA NERVOSO CENTRAL;6;DOENÇAS DO SISTEMA NERVOSO
V561;PASSAGEIRO ACID N-TRANS;V56;OCUP CAMINHONETE TRAUM COLIS OUTR VEIC N-MOT;V50-V59;OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
V617;PESSOA VIAJANDO EXT VEIC ACID TRANS;V61;OCUP VEIC TRANSP PESADO TRAUM COL VEIC PEDAL;V60-V69;OCUPANTE DE UM VEÍCULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D40;NEOPL COMP INCERTO/DESCONH ORG GENITAIS MASC;D40;NEOPL COMP INCERTO/DESCONH ORG GENITAIS MASC;D37-D48;NEOPLASIAS [TUMORES] DE COMPORTAMENTO INCERTO OU DESCONHECIDO;2;NEOPLASIAS [TUMORES]
P012;FET REC-NASC AFETADOS P/OLIGOHIDRAMNIO;P01;FET REC-NASC AFET COMPLIC MATERNAS GRAVIDEZ;P00-P04;FETO E RECÉM-NASCIDO AFETADOS POR FATORES MATERNOS E POR COMPLICAÇÕES DA GRAVIDEZ, DO TRABALHO DE PARTO E DO PARTO;16;ALGUMAS AFECÇÕES ORIGINADAS NO PERÍODO PERINATAL
I440;BLOQUEIO ATRIOVENTRICULAR DE 1.GRAU;I44;BLOQUEIO ATRIOVENTRICULAR E DO RAMO ESQUERDO;I30-I52;OUTRAS FORMAS DE DOENÇA DO CORAÇÃO;9;DOENÇAS DO APARELHO CIRCULATÓRIO
F520;AUSENCIA OU PERDA DO DESEJO SEXUAL;F52;DISFUNCAO SEXUAL N CAUS P/TRANST DOENC ORGAN;F50-F59;SÍNDROMES COMPORTAMENTAIS ASSOCIADAS A DISFUNÇÕES FISIOLÓGICAS E A FATORES FÍSICOS;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
Q256;ESTENOSE DA ARTERIA PULMONAR;Q25;MALFORMACOES CONGEN DAS GRANDES ARTERIAS;Q20-Q28;MALFORMAÇÕES CONGÊNITAS DO APARELHO CIRCULATÓRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
O700;LACERACAO PERINEO 1. GRAU DURANTE O PARTO;O70;LACERACAO DO PERINEO DURANTE O PARTO;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
H750;MASTOIDITE EM DOENC INFECC E PARASIT COP;H75;OUTR TRANST OUVIDO MEDIO MASTOIDE DOENC COP;H65-H75;DOENÇAS DO OUVIDO MÉDIO E DA MASTÓIDE;8;DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE
O661;OBSTR TRABALHO DE PARTO P/COLIS DE GEMEOS;O66;OUTR FORM DE OBSTRUCAO DO TRABALHO DE PARTO;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
L661;LIQUEN PLANOPILAR;L66;ALOPECIA CICATRICIAL;L60-L75;AFECÇÕES DOS ANEXOS DA PELE;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
K238;TRANST DO ESOFAGO EM OUTR DOENC COP;K23;TRANST DO ESOFAGO EM DOENC COP;K20-K31;DOENÇAS DO ESÔFAGO, DO ESTÔMAGO E DO DUODENO;11;DOENÇAS DO APARELHO DIGESTIVO
T950;SEQUELAS QUEIM CORROSAO GELAD CABECA PESCOCO;T95;SEQUELAS DE QUEIM CORROSOES E GELADURAS;T90-T98;SEQÜELAS DE TRAUMATISMOS, DE INTOXICAÇÕES E DE OUTRAS CONSEQÜÊNCIAS DAS CAUSAS EXTERNAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
N000;ANORMALIDADE GLOMERULAR MINOR;N00;SINDR NEFRITICA AGUDA;N00-N08;DOENÇAS GLOMERULARES;14;DOENÇAS DO APARELHO GENITURINÁRIO
G32;OUTR TRANST DEGENERATIV SIST NERV DOENC COP;G32;OUTR TRANST DEGENERATIV SIST NERV DOENC COP;G30-G32;OUTRAS DOENÇAS DEGENERATIVAS DO SISTEMA NERVOSO;6;DOENÇAS DO SISTEMA NERVOSO
E40;KWASHIORKOR;E40;KWASHIORKOR;E40-E46;DESNUTRIÇÃO;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
V765;CONDUTOR ACID TRANS;V76;OCUP ONIBUS TRAUM COLIS OUTR VEIC N-MOTOR;V70-V79;OCUPANTE DE UM ÔNIBUS TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Q526;MALFORMACAO CONGEN DO CLITORIS;Q52;OUTR MALFORMACOES CONGEN ORG GENITAIS FEMIN;Q50-Q56;MALFORMAÇÕES CONGÊNITAS DOS ÓRGÃOS GENITAIS;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
V379;OCUP NE ACID TRANS;V37;OCUP TRICIC MOT TRAUM COLIS OBJ FIXO PARADO;V30-V39;OCUPANTE DE TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D551;ANEMIA DEV OUTR TRANST METABOLISMO GLUTATION;D55;ANEMIA DEV TRANST ENZIMATICOS;D55-D59;ANEMIAS HEMOLÍTICAS;3;DOENÇAS DO SANGUE E DOS ÓRG. HEMATOPOÉTICOS E ALGUNS TRANSTORNOS IMUNITÁRIOS
M075;ARTROPATIA NA COLITE ULCERATIVA;M07;ARTROPATIAS PSORIASICAS E ENTEROPATICAS;M05-M14;POLIARTROPATIAS INFLAMATÓRIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
X546;AREAS INDUSTRIAIS E EM CONSTRUCAO;X54;FALTA DE AGUA;X50-X57;EXCESSO DE ESFORÇOS, VIAGENS E PRIVAÇÕES;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D023;OUTR PARTES DO APARELHO RESPIRAT;D02;CARCINOMA IN SITU OUVIDO MEDIO E AP RESPIRAT;D00-D09;NEOPLASIAS [TUMORES] IN SITU;2;NEOPLASIAS [TUMORES]
X712;ESCOLAS OUTR INSTIT AREAS ADMIN PUBLICA;X71;LESAO AUTOPROV INTENC P/AFOGAMENTO SUBMERSAO;X60-X84;LESÕES AUTOPROVOCADAS INTENCIONALMENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Y498;OUTR SUBST PSICOTROPICAS NCOP;Y49;SUBST PSICOTROPICAS NCOP;Y40-Y59;"EFEITOS ADVERSOS DE DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS USADAS COM FINALIDADE TERAPÊUTICA;EF ADVERS DROG, MEDIC E SUBST BIOLÓG FINALID TERAP";20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W269;LOCAL NE;W26;CONTATO C/FACA ESPADA E PUNHAL;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
L928;OUTR AFEC GRANULOMATOSAS PELE TEC SUBCUTANEO;L92;AFECCOES GRANULOMATOSAS PELE TEC SUBCUTANEO;L80-L99;OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
W047;FAZENDA;W04;QUEDA ENQUANTO CARREG APOIADO P/OUTR PESSOAS;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D481;TEC CONJUNTIVO E OUTR TEC MOLES;D48;NEOPL COMP INC/DESCONH OUTR LOCALIZ E NE;D37-D48;NEOPLASIAS [TUMORES] DE COMPORTAMENTO INCERTO OU DESCONHECIDO;2;NEOPLASIAS [TUMORES]
N13;UROPATIA OBSTRUTIVA E P/REFLUXO;N13;UROPATIA OBSTRUTIVA E P/REFLUXO;N10-N16;DOENÇAS RENAIS TÚBULO-INTERSTICIAIS;14;DOENÇAS DO APARELHO GENITURINÁRIO
S668;TRAUM OUTR MUSC TENDOES NIVEL PUNHO E MAO;S66;TRAUM DE MUSCULO E TENDAO NIVEL PUNHO E MAO;S60-S69;TRAUMATISMOS DO PUNHO E DA MÃO;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
A060;DISENTERIA AMEBIANA AGUDA;A06;AMEBIASE;A00-A09;DOENÇAS INFECCIOSAS INTESTINAIS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
G913;HIDROCEFALIA POS-TRAUM NE;G91;HIDROCEFALIA;G90-G99;OUTROS TRANSTORNOS DO SISTEMA NERVOSO;6;DOENÇAS DO SISTEMA NERVOSO
C24;NEOPL MALIG OUTR PARTES E NE VIAS BILIARES;C24;NEOPL MALIG OUTR PARTES E NE VIAS BILIARES;C15-C26;NEOPLASIAS [TUMORES] MALIGNAS(OS) DOS ÓRGÃOS DIGESTIVOS;2;NEOPLASIAS [TUMORES]
E280;EXCESSO DE ESTROGENO;E28;DISFUNCAO OVARIANA;E20-E35;TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
G318;OUTR DOENC DEGENERATIVAS ESPEC SIST NERVOSO;G31;OUTR DOENC DEGENERATIVAS SIST NERVOSO NCOP;G30-G32;OUTRAS DOENÇAS DEGENERATIVAS DO SISTEMA NERVOSO;6;DOENÇAS DO SISTEMA NERVOSO
Y712;PROTESES OUTR IMPL INCL MATERIAIS ACESSORIOS;Y71;DISP CARDIOVASCULARES ASSOC INCID ADVERSOS;Y70-Y82;INCIDENTES ADVERSOS DURANTE ATOS DIAGNÓSTICOS OU TERAPÊUTICOS ASSOCIADOS AO USO DE DISPOSITIVOS (APARELHOS) MÉDICOS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Y335;AREAS DE COMERCIO E DE SERVICOS;Y33;OUTR FATOS OU EVENTOS ESPEC INTENC N DET;Y10-Y34;EVENTOS (FATOS) CUJA INTENÇÃO É INDETERMINADA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
M612;CALCIFICACAO E OSSIFICACAO PARALIT MUSCULO;M61;CALCIFICACAO E OSSIFICACAO DO MUSCULO;M60-M63;TRANSTORNOS MUSCULARES;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
Z862;HIST PESS DOENC SANG ORG HEMAT TRANST IMUNIT;Z86;HISTORIA PESSOAL DE ALGUMAS OUTR DOENC;Z80-Z99;PESSOAS COM RISCOS POTENCIAIS À SAÚDE RELACIONADOS COM HISTÓRIA FAMILIAR E PESSOAL E ALGUMAS AFECÇÕES QUE INFLUENCIAM O ESTADO DE SAÚDE;21;FATORES QUE INFLUEN. O ESTADO DE SAÚDE E O CONTATO COM OS SERVIÇOS DE SAÚDE
I65;OCLUS/ESTEN ART PRE-CEREB Q N RES INF CEREB;I65;OCLUS/ESTEN ART PRE-CEREB Q N RES INF CEREB;I60-I69;DOENÇAS CEREBROVASCULARES;9;DOENÇAS DO APARELHO CIRCULATÓRIO
S069;TRAUM INTRACRANIANO NE;S06;TRAUM INTRACRANIANO;S00-S09;TRAUMATISMOS DA CABEÇA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
W450;RESIDENCIA;W45;PENETRACAO CORPO OBJETO ESTRANHO PELE;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D751;POLICITEMIA SECUND;D75;OUTR DOENC SANGUE E ORGAOS HEMATOPOETICOS;D70-D77;OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOÉTICOS;3;DOENÇAS DO SANGUE E DOS ÓRG. HEMATOPOÉTICOS E ALGUNS TRANSTORNOS IMUNITÁRIOS
Q186;MACROQUEILIA;Q18;OUTR MALFORMACOES CONGEN DA FACE E PESCOCO;Q10-Q18;MALFORMAÇÕES CONGÊNITAS DO OLHO, DO OUVIDO, DA FACE E DO PESCOÇO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
S861;TRAUM OUTR MUSC TEND GRUP MUSC POST NIV PERN;S86;TRAUM DE MUSCULO E DE TENDAO AO NIVEL PERNA;S80-S89;TRAUMATISMOS DO JOELHO E DA PERNA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
Y838;OUTR INTERVENCOES OU PROCED CIRURGICOS;Y83;REAC ANORM COMPL TARD INTERV CIRURG S/ACID;Y83-Y84;REAÇÃO ANORMAL EM PACIENTE OU COMPLICAÇÃO TARDIA CAUSADAS POR PROCEDIMENTOS CIRÚRGICOS E OUTROS PROCEDIMENTOS MÉDICOS SEM MENÇÃO DE ACIDENTE AO TEMPO DO PROCEDIMENTO;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
D297;OUTR ORGAOS GENITAIS MASC;D29;NEOPL BENIG DOS ORGAOS GENITAIS MASC;D10-D36;NEOPLASIAS [TUMORES] BENIGNAS(OS);2;NEOPLASIAS [TUMORES]
M545;DOR LOMBAR BAIXA;M54;DORSALGIA;M50-M54;OUTRAS DORSOPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
I609;HEMORRAGIA SUBARACNOIDE NE;I60;HEMORRAGIA SUBARACNOIDE;I60-I69;DOENÇAS CEREBROVASCULARES;9;DOENÇAS DO APARELHO CIRCULATÓRIO
H570;ANOMALIAS DA FUNCAO PUPILAR;H57;OUTR TRANST DO OLHO E ANEXOS;H55-H59;OUTROS TRANSTORNOS DO OLHO E ANEXOS;7;DOENÇAS DO OLHO E ANEXOS
B022;HERPES ZOSTER ACOMP OUTR MANIF NEUROLOGICAS;B02;HERPES ZOSTER;B00-B09;INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
M405;LORDOSE NE;M40;CIFOSE E LORDOSE;M40-M43;DORSOPATIAS DEFORMANTES;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
L66;ALOPECIA CICATRICIAL;L66;ALOPECIA CICATRICIAL;L60-L75;AFECÇÕES DOS ANEXOS DA PELE;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
T784;ALERGIA NE;T78;EFEITOS ADVERSOS NCOP;T66-T78;OUTROS EFEITOS DE CAUSAS EXTERNAS E OS NÃO ESPECIFICADOS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
W802;ESCOLAS OUTR INSTIT AREAS ADMIN PUBLICA;W80;INALAC INGEST OUTR OBJ CAUS OBSTR TRAT RESP;W75-W84;OUTROS RISCOS ACIDENTAIS À RESPIRAÇÃO;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
X840;RESIDENCIA;X84;LESAO AUTOPROV INTENC P/MEIOS NE;X60-X84;LESÕES AUTOPROVOCADAS INTENCIONALMENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
W159;LOCAL NE;W15;QUEDA DE PENHASCO;W00-W19;QUEDAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
G441;CEFALEIA VASCULAR NCOP;G44;OUTR SINDR DE ALGIAS CEFALICAS;G40-G47;TRANSTORNOS EPISÓDICOS E PAROXÍSTICOS;6;DOENÇAS DO SISTEMA NERVOSO
Y004;RUA E ESTRADA;Y00;AGRESSAO P/MEIO DE UM OBJETO CONTUNDENTE;X85-Y09;AGRESSÕES;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
N902;DISPLASIA VULVAR GRAVE NCOP;N90;OUTR TRANST NAO-INFLAM DA VULVA E DO PERINEO;N80-N98;TRANSTORNOS NÃO-INFLAMATÓRIOS DO TRATO GENITAL FEMININO;14;DOENÇAS DO APARELHO GENITURINÁRIO
X225;AREAS DE COMERCIO E DE SERVICOS;X22;CONTATO C/ESCORPIOES;X20-X29;CONTATO COM ANIMAIS E PLANTAS VENENOSOS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
T929;SEQUELAS DE TRAUM NE DO MEMBRO SUPER;T92;SEQUELAS DE TRAUM DO MEMBRO SUPER;T90-T98;SEQÜELAS DE TRAUMATISMOS, DE INTOXICAÇÕES E DE OUTRAS CONSEQÜÊNCIAS DAS CAUSAS EXTERNAS;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
C222;HEPATOBLASTOMA;C22;NEOPL MALIG FIGADO VIAS BILIARES INTRA-HEPAT;C15-C26;NEOPLASIAS [TUMORES] MALIGNAS(OS) DOS ÓRGÃOS DIGESTIVOS;2;NEOPLASIAS [TUMORES]
M54;DORSALGIA;M54;DORSALGIA;M50-M54;OUTRAS DORSOPATIAS;13;DOENÇAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
C929;LEUCEMIA MIELOIDE NE;C92;LEUCEMIA MIELOIDE;C81-C96;NEOPLASIAS [TUMORES] MALIGNAS(OS) DO TECIDO LINFÁTICO, HEMATOPOÉTICO E DE TECIDOS CORRELATOS;2;NEOPLASIAS [TUMORES]
E753;ESFINGOLIPIDOSE NE;E75;DISTURB METAB ESFINGOLIP E OUTR DEPOS LIPID;E70-E90;DISTÚRBIOS METABÓLICOS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
X009;LOCAL NE;X00;EXPOS FOGO N-CONTR EDIFICIO OUTR TIPO CONSTR;X00-X09;EXPOSIÇÃO AO FUMO, AO FOGO E ÀS CHAMAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
E500;DEFIC DE VITAMINA A C/XEROSE CONJUNTIVAL;E50;DEFIC DE VITAMINA A;E50-E64;OUTRAS DEFICIÊNCIAS NUTRICIONAIS;4;DOENÇAS ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS
K081;PERDA DENT DEV ACID EXTR DOENC PERIODONT LOC;K08;OUTR TRANST DENTES E ESTRUT DE SUSTENTACAO;K00-K14;DOENÇAS DA CAVIDADE ORAL, DAS GLÂNDULAS SALIVARES E DOS MAXILARES;11;DOENÇAS DO APARELHO DIGESTIVO
X630;RESIDENCIA;X63;AUTO-INT INT OUTR SUBST FARM SIST NERV AUTON;X60-X84;LESÕES AUTOPROVOCADAS INTENCIONALMENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
F510;INSONIA NAO-ORGANICA;F51;TRANST NAO-ORGANICOS SONO DEV FAT EMOCIONAIS;F50-F59;SÍNDROMES COMPORTAMENTAIS ASSOCIADAS A DISFUNÇÕES FISIOLÓGICAS E A FATORES FÍSICOS;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
H477;TRANST NE DAS VIAS OPTICAS;H47;OUTR TRANST DO NERVO OPTICO E VIAS OPTICAS;H46-H48;TRANSTORNOS DO NERVO ÓPTICO E DAS VIAS ÓPTICAS;7;DOENÇAS DO OLHO E ANEXOS
N815;ENTEROCELE VAGINAL;N81;PROLAPSO GENITAL FEMIN;N80-N98;TRANSTORNOS NÃO-INFLAMATÓRIOS DO TRATO GENITAL FEMININO;14;DOENÇAS DO APARELHO GENITURINÁRIO
W340;RESIDENCIA;W34;PROJETEIS DE OUTR ARMAS DE FOGO E DAS NE;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
N079;NE;N07;NEFROPATIA HEREDITARIA NCOP;N00-N08;DOENÇAS GLOMERULARES;14;DOENÇAS DO APARELHO GENITURINÁRIO
S828;FRAT DE OUTR PARTES DA PERNA;S82;FRAT DA PERNA INCL TORNOZELO;S80-S89;TRAUMATISMOS DO JOELHO E DA PERNA;19;LESÕES, ENVENENAMENTO E ALGUMAS OUTRAS CONSEQ. DE CAUSAS EXTERNAS
A395;CARDITE P/MENINGOCOCOS;A39;INFECC MENINGOGOCICA;A30-A49;OUTRAS DOENÇAS BACTERIANAS;1;ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS
G801;DIPLEGIA ESPASTICA;G80;PARALISIA CEREBRAL INFANTIL;G80-G83;PARALISIA CEREBRAL E OUTRAS SÍNDROMES PARALÍTICAS;6;DOENÇAS DO SISTEMA NERVOSO
X01;EXPOS FOGO N-CONTR FORA EDIF OUT TIPO CONSTR;X01;EXPOS FOGO N-CONTR FORA EDIF OUT TIPO CONSTR;X00-X09;EXPOSIÇÃO AO FUMO, AO FOGO E ÀS CHAMAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O629;ANORMALIDADES DA CONTRACAO UTERINA NE;O62;ANORMALIDADES DA CONTRACAO UTERINA;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
N903;DISPLASIA DE VULVA NE;N90;OUTR TRANST NAO-INFLAM DA VULVA E DO PERINEO;N80-N98;TRANSTORNOS NÃO-INFLAMATÓRIOS DO TRATO GENITAL FEMININO;14;DOENÇAS DO APARELHO GENITURINÁRIO
N04;SINDR NEFROTICA;N04;SINDR NEFROTICA;N00-N08;DOENÇAS GLOMERULARES;14;DOENÇAS DO APARELHO GENITURINÁRIO
W879;LOCAL NE;W87;EXPOSICAO A CORRENTE ELETRICA NE;W85-W99;EXPOSIÇÃO À CORRENTE ELÉTRICA, À RADIAÇÃO E ÀS TEMPERATURAS E PRESSÕES EXTREMAS DO AMBIENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
Q615;CISTO MEDULAR DO RIM;Q61;DOENC CISTICAS DO RIM;Q60-Q64;MALFORMAÇÕES CONGÊNITAS DO APARELHO URINÁRIO;17;MALFORMAÇÕES CONGÊNITAS, DEFORMIDADES E ANOMALIAS CROMOSSÔMICAS
D011;JUNCAO RETOSSIGMOIDEA;D01;CARCINOMA IN SITU DE OUTR ORGAOS DIGESTIVOS;D00-D09;NEOPLASIAS [TUMORES] IN SITU;2;NEOPLASIAS [TUMORES]
W868;OUTR LOCAIS ESPEC;W86;EXPOSICAO A OUTR CORRENTE ELETRICA ESPEC;W85-W99;EXPOSIÇÃO À CORRENTE ELÉTRICA, À RADIAÇÃO E ÀS TEMPERATURAS E PRESSÕES EXTREMAS DO AMBIENTE;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
O73;RETENCAO PLACENTA E MEMBRANAS S/HEMORRAGIAS;O73;RETENCAO PLACENTA E MEMBRANAS S/HEMORRAGIAS;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
W401;HABITACAO COLETIVA;W40;EXPLOSAO DE OUTR MATERIAIS;W20-W49;EXPOSIÇÃO A FORÇAS MECÂNICAS INANIMADAS;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
I40;MIOCARDITE AGUDA;I40;MIOCARDITE AGUDA;I30-I52;OUTRAS FORMAS DE DOENÇA DO CORAÇÃO;9;DOENÇAS DO APARELHO CIRCULATÓRIO
K313;ESPASMO DO PILORO NCOP;K31;OUTR DOENC DO ESTOMAGO E DO DUODENO;K20-K31;DOENÇAS DO ESÔFAGO, DO ESTÔMAGO E DO DUODENO;11;DOENÇAS DO APARELHO DIGESTIVO
F601;PERSONALIDADE ESQUIZOIDE;F60;TRANST ESPECIFICOS DA PERSONALIDADE;F60-F69;TRANSTORNOS DA PERSONALIDADE E DO COMPORTAMENTO DO ADULTO;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
D319;OLHO NE;D31;NEOPL BENIG DO OLHO E ANEXOS;D10-D36;NEOPLASIAS [TUMORES] BENIGNAS(OS);2;NEOPLASIAS [TUMORES]
F527;APETITE SEXUAL EXCESSIVO;F52;DISFUNCAO SEXUAL N CAUS P/TRANST DOENC ORGAN;F50-F59;SÍNDROMES COMPORTAMENTAIS ASSOCIADAS A DISFUNÇÕES FISIOLÓGICAS E A FATORES FÍSICOS;5;TRANSTORNOS MENTAIS E COMPORTAMENTAIS
O694;TRAB PARTO E PARTO COMPLIC P/VASA PRAEVIA;O69;TRAB PARTO PARTO COMPL ANORM CORDAO UMBILIC;O60-O75;COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO;15;GRAVIDEZ, PARTO E PUERPÉRIO
Y571;LIPOTROPICOS;Y57;OUTR DROGAS E MEDICAMENTOS E AS NE;Y40-Y59;"EFEITOS ADVERSOS DE DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS USADAS COM FINALIDADE TERAPÊUTICA;EF ADVERS DROG, MEDIC E SUBST BIOLÓG FINALID TERAP";20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
L68;HIPERTRICOSE;L68;HIPERTRICOSE;L60-L75;AFECÇÕES DOS ANEXOS DA PELE;12;DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO
Y289;LOCAL NE;Y28;CONTATO OBJ CORTANTE PENETRANTE INTENC N DET;Y10-Y34;EVENTOS (FATOS) CUJA INTENÇÃO É INDETERMINADA;20;CAUSAS EXTERNAS DE MORBIDADE E DE MORTALIDADE
